task_id,domain,task_class,runtime_commit,verified_dataset_commit,gold_pass,noop_pass,omission_detected,alternative_valid_pass,policy_consistent,official_gold_reward,strict_gold_reward,success_official,success_strict,task_initial_state_hash,environment_initial_state_hash,reward_basis,admitted,failure_reason,exclusion_reason,manual_review_required,flags
[service_issue]airplane_mode_on|break_apn_settings|lock_sim_card_pin|unseat_sim_card[PERSONA:None],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,28db2879c100ab593bebd3c9caf6951375d0d00401c5cbf6bdf67c5a9782fb54,06b72860019f305e04e4bf4d05c240f1ec81803f67b8ed83a442c564ac2af000,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|break_apn_settings|overdue_bill_suspension[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,1c88b8b8855ea0c57c64dab3596a6a4814fb95f91f09ef65cccc4224e67a13d6,a119d7e60dfaa109984dcdac6592b6a28662de29bb43d9b9cb030e290a013d04,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]airplane_mode_on|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,11adfd4ce4aa1cd62773e1a93d32af3564409a88aba56595c7de2da0bff1ca5f,c363f40f55b2a9369433a1ba5b1b483e90c26e307a849653a7ae065a6a3774f2,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|lock_sim_card_pin[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,3734a93c63b6802e45fccd4694b19e6f8e7c6eccda38f1e0f883097feb78e7f8,b79d4461ad542eebfc47ada2ea41a273886b3b62bcc1befc67cfea1351333930,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,832b163a82144f6f66ff70cc06e00fed6de50bb1bc0ebdc6148720296fdd758c,fd68ed574382aa0b1f519b1f00ed1b4cb3383277c9fefda436d49431bcd8fc12,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]airplane_mode_on|overdue_bill_suspension[PERSONA:None],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,PASS,True,1.0,1.0,True,True,02ca107f779b12d3cd1102282bb8518a231adade9dd5957f841c3c99cf49c9c0,b8650772e0141425273ada155e6f37240d4de8a426d5b23fe51a1f8bef9b4131,"[""RewardType.ENV_ASSERTION""]",True,,,False,[]
[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,01a2f3cfb6ffe2a8540e9baab43d0fbde389696f437440dd2b40b68cf8fa4b8b,3fc684163a1a7f35a8dd0ef7e76f23ed8fc3ebfb318b8fd2412ae7f76ed51573,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]break_apn_settings|contract_end_suspension|lock_sim_card_pin|unseat_sim_card[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,b6d9d774bea670cac72e084385e7a6f140509a6aaae1b9c280555d518a7140c7,8b1a421e451d9c7e6b98cb9a11e1394bbe7f0b0046ffa5c6eb0322f93abd08fb,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]break_apn_settings|lock_sim_card_pin[PERSONA:None],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,16ef7cc44c79b5368dfa309ef9fcfb3e6893ad678a045beba3d2bf0694dfbafb,a1f836000d61c5c34b6ae3cd5db5b4830714599c5918f148ec5e6961709d3008,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]break_apn_settings|lock_sim_card_pin|overdue_bill_suspension[PERSONA:Easy],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,505db36ddeea72dc2401023dae722a5fc4c10caaba679beeda0d301f42c8baeb,69c5eeefa1e9943eda2a194eef84c2d0b3faf62867fd714642b0615ca59d95fb,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]contract_end_suspension|unseat_sim_card[PERSONA:Hard],telecom,refusal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,False,N/A,True,1.0,1.0,True,True,6513014d55d68290646e40ee8bba636ff659cdfb11ab02a15b32bdee381ff80f,5700af4503e9bf302c7e521488a17f10faf995b1811e5cfebb8b4fa42df2aaf1,"[""RewardType.ENV_ASSERTION"", ""RewardType.ACTION""]",True,,,False,"[""refusal_task""]"
[service_issue]overdue_bill_suspension|unseat_sim_card[PERSONA:Easy],telecom,normal,a2c024725189473d2d7cea3a5cfdbcc67478e41f,864350a8971a8f8ee9e7b8472e2edc380a806b0c,True,True,True,NOT_CONSTRUCTIBLE,True,1.0,1.0,True,True,fe2b97145ea96c3625b99328e6ba95bae0396c6d20a18854dea3e445cd791fd0,77ca2ec493e9191aba2ede49efcb3340079366363f5b0e08289e9cbe7c61dcf7,"[""RewardType.ENV_ASSERTION""]",True,,,True,"[""alternative_not_constructible""]"
